post_id,post_title,post_author,post_content,post_category,post_tags,post_type,post_status,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,Image,teachers
,Halfmoon Yoga,1,"Job responsibilities; Family, obligations however joyous; the unexpected change of roles as we care for our parents; the surprising adjustments of retirement. Finally we reach the end of our rope physically mentally or emotionally.","Corporate, Flow, Meditation, Special Needs, Viniyoga, Vinyasa",,gd_yoga_studio,publish,1690 Raymond Diehl Rd Suite B-2 Osaka Plaza,Tallahassee,FL,United States,32308,30.4775,-84.2269,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/71445/halfmoon-yoga.jpg?itok=BTZH6YlH,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/melanie-knapp-e-ryt-200-ryt-500-88165""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/88165/melanie-knapp-e-ryt-200-ryt-500-1436027396.jpg?itok=iJph1WoM"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/melanie-knapp-e-ryt-200-ryt-500-88165"">Melanie Knapp E-RYT 200 / RYT 500</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/catherine-deans-eryt-500-107373""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/107373/catherine-deans-eryt-500.jpg?itok=lP7vgWOU"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/catherine-deans-eryt-500-107373"">Catherine Deans ERYT 500</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/paige-gill-1308114""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1308114/paige-gill-1429152367.jpg?itok=A8Q_Voo3"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/paige-gill-1308114"">Paige Gill</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/fatimah-zaid-1861377""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_4.jpg?itok=ECrSa7cI"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/fatimah-zaid-1861377"">Fatimah Zaid</a></strong> </div> </li></ul>"
,Shanti Heart Yoga & Therapeutics,1,"It is our mission to insure that our studio provides classes for everyone no matter your age abilityor goals. We offer from a healing and rejuvenating practice of Gentle, Yoga to a Therapeutic Heated Hatha, practice. At Shanti Heart Yoga we care about your well being.","Family, Flow, Gentle, Hatha, Hot, Meditation, Power, Prenatal, Restorative, Senior, Vinyasa, Women's",,gd_yoga_studio,publish,28817 U.S. 19N,Clearwater,FL,United States,33761,28.0331,-82.7244,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/131735/shanti-heart-yoga-wellness.jpeg?itok=LQGbXwkW,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/gloria-ruiz-131877""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/131877/gloria-ruiz.jpg?itok=pzRJyqo5"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/gloria-ruiz-131877"">Gloria Ruiz</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>23</strong> <a href=""/teacher/gloria-ruiz-131877/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/dori-hathaway-157403""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/157403/dori-hathaway.jpg?itok=CrsW9tCT"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/dori-hathaway-157403"">Dori Hathaway</a></strong> </div> </li></ul>"
,Simply Yoga of Delray Beach,1,"Namaste' & Welcome to Simply Yoga your community Hatha, Yoga studio where we offer something for any and all levels a class for everybody! We have two studio rooms where we offer over 40 weekly classes with 16 very friendly RYT's Yoga Teachers! We also offer Teachers Training workshops events Massage, & Reiki sessions as well as we have a small retail space that offers yoga accessories and all your gift giving needs! We offer new students specials and promise you a wonderful feeling at the end of your practice so you leave with a glowing smile and heart! We hope to practice with you soon....","Alignment, Chair Yoga, Core Strength, Flow, Gentle, Hatha, Integral Kundalini, Meditation, Restorative, Senior, Thai, Yoga Massage, Vinyasa, WoMen's, Yin,Yoga Therapy",,gd_yoga_studio,publish,2275 S. Federal Hwy. #150,Delray Beach,FL,United States,33483,26.4316593355268,-80.0723362033991,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/75224/simply-yoga-of-delray-beach.jpg?itok=IUPAS7Ok,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/julie-murphy-110521""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/110521/julie-murphy_0.jpg?itok=_Y50Ciey"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/julie-murphy-110521"">Julie Murphy</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 4.8</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>5</strong> <a href=""/teacher/julie-murphy-110521/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/karen-pagano-110524""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/110524/karen-pagano.jpg?itok=ubF9LjJM"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/karen-pagano-110524"">Karen Pagano</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>4</strong> <a href=""/teacher/karen-pagano-110524/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/andi-bond-183123""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/183123/andi-bond.jpg?itok=ewS8AUrT"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/andi-bond-183123"">Andi Bond</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/mindy-leventhal-110515""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_1.jpg?itok=DJUCQPPQ"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/mindy-leventhal-110515"">Mindy Leventhal</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/doreen-jesse-baum-242763""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/doreen-jesse-baum-242763"">Doreen Jesse Baum</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>18</strong> <a href=""/teacher/doreen-jesse-baum-242763/reviews"">Reviews</a></p> </div> </li></ul>"
,Janina Yoga Zen Studio,1,"My home yoga studio with a Zen environment; my classes are small & personalized and affordable helping my students to grown in their yoga practice achieving the benefit that yoga has to offer you. All classes end with a deep relaxation & a mini Thai, massage.",,,gd_yoga_studio,publish,12983 SW 133 Terrace,Miami,FL,United States,33186,25.6437,-80.4028,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/1871045/janina-yoga-zen-studio-1436469975.jpg?itok=9jftJuAZ,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/janina-mendoza-223721""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/223721/janina-mendoza-1436667712.jpg?itok=GUDkZ_ph"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/janina-mendoza-223721"">Janina Mendoza</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/janina-mendoza-223721/reviews"">Review</a></p> </div> </li></ul>"
,evolation yoga studio - Tampa Bay,1,Open your body mind and heart to evolation – in the cultural heart of Tampa Bay. This eclectic and stylish studio is right in the middle of it all: the trendiest restaurants a bustling downtown and the historic Bayshore Blvd. For those looking for an oasis amidst the urban sprawl evolation Tampa lets you step out of the hustle and bustle and into a quiet communion with your Self.,"Ashtanga, Flow, Gentle, Hot, Meditation, Mysore",,gd_yoga_studio,publish,2825 s. macdill avenue,Tampa,FL,United States,33629,27.9203317073171,-82.4938,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/101198/evolation-yoga.jpg?itok=EOv1V9ge,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/leshan-a-barrios-86187""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/86187/leshan-a-barrios.jpg?itok=OkYtqtFu"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/leshan-a-barrios-86187"">LeShan A Barrios</a></strong><div class=""stars""><span class=""average"" style=""width: 90%;"">Average: 4.8</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>8</strong> <a href=""/teacher/leshan-a-barrios-86187/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/mark-drost-118814""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/118814/mark-drost.jpg?itok=F5yTIAhc"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/mark-drost-118814"">Mark Drost</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>3</strong> <a href=""/teacher/mark-drost-118814/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/gary-davis-121079""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/121079/gary-davis.jpg?itok=W0-OvOCi"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/gary-davis-121079"">Gary Davis</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>12</strong> <a href=""/teacher/gary-davis-121079/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/kerri-mersereau-130004""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/130004/kerri-mersereau.jpg?itok=toHJMGk6"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/kerri-mersereau-130004"">Kerri Mersereau</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/kerri-mersereau-130004/reviews"">Review</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/yogalex-149070""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/149070/yogalex.1421126805.jpg?itok=CmhonvQK"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/yogalex-149070"">YogAlex .</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>4</strong> <a href=""/teacher/yogalex-149070/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/melissa-vogt-121180""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_1.jpg?itok=DJUCQPPQ"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/melissa-vogt-121180"">Melissa Vogt</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/jeanna-lampart-130022""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/jeanna-lampart-130022"">Jeanna Lampart</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/anna-okeefe-150934""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_4.jpg?itok=ECrSa7cI"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/anna-okeefe-150934"">Anna O'Keefe</a></strong> </div> </li></ul>"
,Just OM Yoga Studio,1,Cozy Yoga Studio in the heart of South Miami. Offering Daily Yoga Classes with Highly Qualified Teachers. Workshops Teacher Training Healing Massages Therapies and Facials.,"Aerial, Alignment, Corporate, Hot, Kripalu, Power, Restorative, Senior, Vinyasa",,gd_yoga_studio,publish,7520 SW 57th Ave Suite K,South Miami,FL,United States,33143,25.7013252404104,-80.2854486862594,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/220766/just-om-yoga-studio.jpg?itok=A-LTttRo,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/vanessa-michel-108760""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/108760/vanessa-michel-1423706847.jpg?itok=xAQBvXQP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/vanessa-michel-108760"">Vanessa Michel</a></strong><div class=""stars""><span class=""average"" style=""width: 90%;"">Average: 4.8</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>4</strong> <a href=""/teacher/vanessa-michel-108760/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/sarah-kellett-eryt-500-creatress-lead-instructor-for-omgym%C2%AE-suspension-yoga-120168""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/120168/sarah-kellett-eryt-500-creatress-lead-instructor-for-omgym%C2%AE-suspension-yoga.jpg?itok=nUdb0hAR"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/sarah-kellett-eryt-500-creatress-lead-instructor-for-omgym%C2%AE-suspension-yoga-120168"">Sarah Kellett ERYT-500 Creatress &amp; Lead Instructor for OmGym® Suspension Yoga</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/valentina-stephans-160881""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/160881/valentina-stephans.jpg?itok=HNimaQQg"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/valentina-stephans-160881"">Valentina Stephans</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/alexandra-urvina-224731""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/224731/alexandra-urvina.jpg?itok=3r_tUjal"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/alexandra-urvina-224731"">Alexandra Urvina</a></strong> </div> </li></ul>"
,Shore Bliss Yoga,1,Our studio is located in Apollo Beach and is convenient to Ruskin Gibsonton Sun City Center Wimauma and south Riverview. We offer a diverse schedule of group classes workshops and private instruction for all levels from beginners to more experienced practitioners.,"Corporate, Flow, Gentle, Hatha, Hot, Kundalini, Meditation, Prenatal, Restorative, Vinyasa, Yin",,gd_yoga_studio,publish,118 Flamingo Drive,Apollo Beach,FL,United States,33572,27.7653426597189,-82.3961279791566,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/118981/shore-bliss-yoga.jpg?itok=70_t0WyW,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/mariya-power-335957""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/335957/mariya-power.jpg?itok=qhLGrSaU"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/mariya-power-335957"">Mariya Power</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>1</strong> <a href=""/teacher/mariya-power-335957/reviews"">Review</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/lynne-houshmand-86263""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_3.jpg?itok=aHLFnVQN"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/lynne-houshmand-86263"">Lynne Houshmand</a></strong> </div> </li></ul>"
,Yoga Libre,1,Yoga is more than postures and stretching. Like nutrition it is a way to transform the body mind and spirit to achieve a more positive state. While the practice of yoga brings flexibility strength and balance to the whole person the healing benefits of yoga are limitless and best of all accessible to all! Yoga Libre!,"Alignment, Anusara, Gentle, Hatha, Restorative, WoMen's, Yin",,gd_yoga_studio,publish,2801 Fruitville Rd. Suite 220,Sarasota,FL,United States,34237,27.3377,-82.5139,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/150300/yoga-libre.jpg?itok=EzgHhjOl,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/nancy-zampella-147100""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/147100/nancy-zampella.jpg?itok=tF1DdnE_"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/nancy-zampella-147100"">Nancy Zampella</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>2</strong> <a href=""/teacher/nancy-zampella-147100/reviews"">Reviews</a></p> </div> </li></ul>"
,YOGA AURA,1,"Yoga Aura Boca Raton Florida designed to inspire and enlighten! With classes designed for all levels the studio offers Hot, Flow, Hot, Power, Hot, candlelight Flow, Yin,yoga Restorative, Flow, and many more. Yoga Groove classes are also offered to house/dance music with a light show on select dates.",,,gd_yoga_studio,publish,2910 B NORTH FEDERAL HWY,BOCA RATON,FL,United States,33431,26.3748,-80.1062,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/325872/yoga-aura.jpg?itok=YUM-CyJE,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/laurie-leven-325870""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_4.jpg?itok=ECrSa7cI"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/laurie-leven-325870"">laurie leven</a></strong> </div> </li></ul>"
,The Standard Spa Miami Beach,1,The Standard Spa Miami Beach's Health Yoga & Fitness Program offers rich programming that invites exploration through many paths. Integrating the ancient and the modern our daily schedule workshop series dedicated in-house staff and international teachers + guides create an inspired connected community exploring the full spectrum of human potential. Beginners and long-time practitioners are welcome.,"Aerial, Anusara, Ashtanga, Flow, Hatha, Integral Iyengar, Jivamukti Kundalini, Laughter Yoga Meditation, Restorative, Vinyasa, Yin",,gd_yoga_studio,publish,40 Island Avenue,Miami Beach,FL,United States,33139,25.7906,-80.1481447368421,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/623807/the-standard-spa-miami-beach_0.jpg?itok=-T8zqbdd,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/arianne-traverso-446110""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/446110/arianne-traverso.jpg?itok=feMkMb8e"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/arianne-traverso-446110"">arianne traverso</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/ewa-josefsson-935666""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/935666/ewa-josefsson-1424483224.jpg?itok=C6ptIdwb"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/ewa-josefsson-935666"">Ewa Josefsson</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>11</strong> <a href=""/teacher/ewa-josefsson-935666/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/alicia-casillas-1031696""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1031696/alicia-casillas-1425662574.jpg?itok=cFC0m9gD"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/alicia-casillas-1031696"">Alicia Casillas</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/libbyrae-troyer-1084705""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/1084705/libbyrae-troyer-1426294085.jpg?itok=OIXS-hoF"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/libbyrae-troyer-1084705"">Libbyrae Troyer</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/mirabella-lemoine-2065872""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/2065872/mirabella-lemoine-1438093093.jpg?itok=E4fzIQ3U"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/mirabella-lemoine-2065872"">Mirabella Lemoine</a></strong> </div> </li></ul>"
,CircuSoul Yoga,1,CIRCUSOUL YOGA (RYS200) IS A PURPOSE DRIVEN YOGA SCHOOL IN SARASOTA FLORIDA THAT SEEKS TO PROVIDE THE HIGHEST LEVEL OF SERVICE TO OUR CLIENTS. OUR GOAL IS TO HELP PEOPLE LIVE HEALTHIER MORE FUN-FILLED LIVES THROUGH THE PRACTICE OF INTELLIGENT HABITS YOGA MINDFULNESS AND MOST IMPORTANT OF ALL FUN!,"Acro, Aerial, Alignment, Children's, Family, Flow, Gentle, Hatha, Hot, Mom & Baby, Power, Restorative, Thai, Yoga Massage, Vinyasa, Yin,Yoga Therapy",,gd_yoga_studio,publish,4141 S. Tamiami Trail Suite,FL,FL,United States,34231,27.2944,-82.5306,http://www.yogatrail.com/sites/default/files/styles/profiles/public/studio/161872/circusoul-yoga-1422463594.png?itok=oaUrZh_b,"<ul class=""aside""><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/elena-de-lalla-move-your-spirit-yoga-88389""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/88389/elena-de-lalla-1422499747.jpg?itok=QrJxVK6F"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/elena-de-lalla-move-your-spirit-yoga-88389"">Elena de Lalla - move your spirit yoga -</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>20</strong> <a href=""/teacher/elena-de-lalla-move-your-spirit-yoga-88389/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/kerry-tice-161868""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/161868/kerry-tice.jpg?itok=pAxTrdRz"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/kerry-tice-161868"">Kerry Tice</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/jen-maecker-324155""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/324155/jen-maecker-1437599676.jpg?itok=ZDbH7kip"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/jen-maecker-324155"">Jen Maecker</a></strong><div class=""stars""><span class=""average"" style=""width: 100%;"">Average: 5.0</span><span class=""all-stars""> of 5 stars</span></div><p class=""count""><strong>7</strong> <a href=""/teacher/jen-maecker-324155/reviews"">Reviews</a></p> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/cara-levitt-420996""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/teacher/420996/cara-levitt.jpg?itok=zJU9N74I"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/cara-levitt-420996"">Cara Levitt</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/megan-metcalf-151371""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_2.jpg?itok=WGpQ44ZP"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/megan-metcalf-151371"">Megan Metcalf</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/mary-crumbacher-236384""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_1.jpg?itok=DJUCQPPQ"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/mary-crumbacher-236384"">Mary Crumbacher</a></strong> </div> </li><li class=""clearfix""> <span class=""avatar""><a href=""/teacher/taylor-kirkpatrick-421109""><img src=""http://www.yogatrail.com/sites/default/files/styles/profiles_thumbnail/public/avatars/teachers_4.jpg?itok=ECrSa7cI"" width=""64"" height=""64"" alt="""" /></a></span> <div class=""wrap""> <strong class=""label""><a href=""/teacher/taylor-kirkpatrick-421109"">Taylor Kirkpatrick</a></strong> </div> </li></ul>"
